datetime,symbol,title,sentiment_score,sentiment_label
2025-10-21T10:08:33.265936Z,AAVE,AAVE ecosystem expands with new partnerships,0.1027,positive
2025-07-19T20:14:33.265944Z,AAVE,AAVE receives strong community support,0.7184,positive
2025-08-01T09:15:33.265952Z,AAVE,AAVE shows a strong recovery after recent dip,0.5106,positive
2025-09-21T05:51:33.265960Z,AAVE,Market uncertainty pushes AAVE downward,-0.34,negative
2025-07-20T21:45:33.265968Z,AAVE,Liquidity for AAVE increases significantly,0.0,neutral
2025-08-11T09:07:33.265977Z,AAVE,AAVE faces short-term bearish correction,0.0,neutral
2025-09-28T07:49:33.265984Z,AAVE,Investors pull liquidity from AAVE markets,0.0,neutral
2025-07-28T03:04:33.265994Z,AAVE,AAVE sees major spike in transaction activity,0.0,neutral
2025-08-16T02:00:33.266004Z,AAVE,Regulatory pressure negatively impacts AAVE,-0.296,negative
2025-08-09T14:11:33.266011Z,AAVE,New upgrade boosts performance of AAVE,0.3182,positive
2025-08-29T00:52:33.266022Z,BINANCECOIN,BINANCECOIN receives strong community support,0.7184,positive
2025-11-04T16:03:33.266031Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-08-20T20:34:33.266039Z,BINANCECOIN,BINANCECOIN sees declining trading activity,0.0,neutral
2025-08-13T20:04:33.266047Z,BINANCECOIN,Investors pull liquidity from BINANCECOIN markets,0.0,neutral
2025-07-25T17:01:33.266056Z,BINANCECOIN,Market uncertainty pushes BINANCECOIN downward,-0.34,negative
2025-11-19T01:33:33.266064Z,BINANCECOIN,BINANCECOIN faces short-term bearish correction,0.0,neutral
2025-08-01T13:11:33.266072Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-08-17T22:27:33.266080Z,BINANCECOIN,BINANCECOIN ecosystem expands with new partnerships,0.1027,positive
2025-09-09T16:00:33.266087Z,BINANCECOIN,Regulatory pressure negatively impacts BINANCECOIN,-0.296,negative
2025-07-23T10:21:33.266095Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-08-20T12:06:33.266103Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-08-31T16:32:33.266110Z,BINANCECOIN,Whales reduce exposure to BINANCECOIN,0.0,neutral
2025-09-22T03:29:33.266118Z,BINANCECOIN,Analysts predict upward movement for BINANCECOIN,0.0,neutral
2025-10-18T10:05:33.266126Z,BINANCECOIN,Technical indicators show weakness for BINANCECOIN,-0.4215,negative
2025-07-16T17:38:33.266134Z,BINANCECOIN,BINANCECOIN shows a strong recovery after recent dip,0.5106,positive
2025-10-22T19:06:33.266143Z,BINANCECOIN,BINANCECOIN surges amid renewed market optimism,0.5423,positive
2025-11-03T02:50:33.266151Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-08-01T04:47:33.266158Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-10-05T19:50:33.266166Z,BINANCECOIN,BINANCECOIN sees major spike in transaction activity,0.0,neutral
2025-08-30T18:14:33.266174Z,BINANCECOIN,BINANCECOIN faces short-term bearish correction,0.0,neutral
2025-10-08T07:19:33.266183Z,BINANCECOIN,BINANCECOIN experiences strong bullish momentum,0.5106,positive
2025-10-01T15:47:33.266190Z,BINANCECOIN,BINANCECOIN shows a strong recovery after recent dip,0.5106,positive
2025-09-02T17:29:33.266198Z,BINANCECOIN,BINANCECOIN ecosystem expands with new partnerships,0.1027,positive
2025-08-03T04:55:33.266206Z,BINANCECOIN,Market uncertainty pushes BINANCECOIN downward,-0.34,negative
2025-10-01T12:00:33.266215Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-08-09T10:27:33.266222Z,BINANCECOIN,Analysts predict upward movement for BINANCECOIN,0.0,neutral
2025-09-16T16:26:33.266230Z,BINANCECOIN,BINANCECOIN sees major spike in transaction activity,0.0,neutral
2025-08-16T20:45:33.266241Z,BINANCECOIN,Market uncertainty pushes BINANCECOIN downward,-0.34,negative
2025-08-26T19:37:33.266255Z,BINANCECOIN,Regulatory pressure negatively impacts BINANCECOIN,-0.296,negative
2025-11-18T17:28:33.266283Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-09-20T08:00:33.266294Z,BINANCECOIN,BINANCECOIN experiences strong bullish momentum,0.5106,positive
2025-10-24T22:09:33.266302Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-10-07T04:30:33.266312Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-08-14T05:53:33.266320Z,BINANCECOIN,Regulatory pressure negatively impacts BINANCECOIN,-0.296,negative
2025-07-24T22:54:33.266328Z,BINANCECOIN,Liquidity for BINANCECOIN increases significantly,0.0,neutral
2025-09-13T04:02:33.266336Z,BINANCECOIN,Analysts predict upward movement for BINANCECOIN,0.0,neutral
2025-10-24T08:13:33.266343Z,BINANCECOIN,BINANCECOIN sees declining trading activity,0.0,neutral
2025-08-21T10:34:33.266351Z,BINANCECOIN,BINANCECOIN shows a strong recovery after recent dip,0.5106,positive
2025-07-26T08:31:33.266359Z,BINANCECOIN,Analysts predict upward movement for BINANCECOIN,0.0,neutral
2025-10-07T06:15:33.266367Z,BINANCECOIN,BINANCECOIN gains traction in global markets,0.34,positive
2025-08-27T17:23:33.266375Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-09-23T08:37:33.266383Z,BINANCECOIN,BINANCECOIN adoption rises sharply as institutions enter,0.0,neutral
2025-08-06T15:18:33.266391Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-10-16T07:25:33.266399Z,BINANCECOIN,Market uncertainty pushes BINANCECOIN downward,-0.34,negative
2025-09-02T10:31:33.266406Z,BINANCECOIN,Technical indicators show weakness for BINANCECOIN,-0.4215,negative
2025-09-25T08:01:33.266414Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-11-15T13:49:33.266422Z,BINANCECOIN,Whales reduce exposure to BINANCECOIN,0.0,neutral
2025-08-24T15:41:33.266429Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-11-14T02:28:33.266437Z,BINANCECOIN,Technical indicators show weakness for BINANCECOIN,-0.4215,negative
2025-11-15T16:38:33.266447Z,BINANCECOIN,BINANCECOIN shows a strong recovery after recent dip,0.5106,positive
2025-08-30T23:08:33.266455Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-11-25T20:32:33.266463Z,BINANCECOIN,BINANCECOIN surges amid renewed market optimism,0.5423,positive
2025-07-13T14:14:33.266470Z,BINANCECOIN,Regulatory pressure negatively impacts BINANCECOIN,-0.296,negative
2025-09-17T00:44:33.266478Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-10-22T00:06:33.266488Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-07-17T07:35:33.266496Z,BINANCECOIN,BINANCECOIN experiences strong bullish momentum,0.5106,positive
2025-07-31T14:02:33.266504Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-09-18T03:35:33.266512Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-11-18T04:49:33.266520Z,BINANCECOIN,BINANCECOIN sees major spike in transaction activity,0.0,neutral
2025-07-24T11:08:33.266527Z,BINANCECOIN,BINANCECOIN shows no major price movement today,-0.296,negative
2025-09-23T15:37:33.266535Z,BINANCECOIN,BINANCECOIN surges amid renewed market optimism,0.5423,positive
2025-10-31T16:53:33.266543Z,BINANCECOIN,BINANCECOIN gains traction in global markets,0.34,positive
2025-10-07T03:31:33.266552Z,BINANCECOIN,BINANCECOIN faces short-term bearish correction,0.0,neutral
2025-09-11T20:11:33.266559Z,BINANCECOIN,BINANCECOIN experiences strong bullish momentum,0.5106,positive
2025-08-24T09:01:33.266567Z,BINANCECOIN,BINANCECOIN drops after heavy selling pressure,-0.296,negative
2025-09-30T18:01:33.266575Z,BINANCECOIN,Market uncertainty pushes BINANCECOIN downward,-0.34,negative
2025-08-03T17:25:33.266584Z,BINANCECOIN,Investors show strong confidence in BINANCECOIN,0.765,positive
2025-08-13T07:32:33.266591Z,BINANCECOIN,Analysts predict upward movement for BINANCECOIN,0.0,neutral
2025-09-29T10:32:33.266599Z,BINANCECOIN,BINANCECOIN experiences unusual volatility spike,0.0,neutral
2025-10-10T14:41:33.266608Z,BINANCECOIN,BINANCECOIN sees declining trading activity,0.0,neutral
2025-11-22T10:42:33.266615Z,BINANCECOIN,BINANCECOIN gains traction in global markets,0.34,positive
2025-10-10T18:37:33.266624Z,BINANCECOIN,Negative sentiment grows around BINANCECOIN,-0.5719,negative
2025-10-03T00:16:33.266631Z,BINANCECOIN,Investors show strong confidence in BINANCECOIN,0.765,positive
2025-10-21T02:48:33.266639Z,BINANCECOIN,New upgrade boosts performance of BINANCECOIN,0.3182,positive
2025-10-27T16:31:33.266647Z,BINANCECOIN,BINANCECOIN ecosystem expands with new partnerships,0.1027,positive
2025-07-12T01:11:33.266654Z,BINANCECOIN,BINANCECOIN shows a strong recovery after recent dip,0.5106,positive
2025-10-28T15:58:33.266663Z,BINANCECOIN,BINANCECOIN underperforms compared to competitors,0.0,neutral
2025-10-27T05:28:33.266671Z,BINANCECOIN,Investors pull liquidity from BINANCECOIN markets,0.0,neutral
2025-09-02T23:10:33.266678Z,BINANCECOIN,Regulatory pressure negatively impacts BINANCECOIN,-0.296,negative
2025-11-13T13:30:33.266686Z,BINANCECOIN,Whales accumulate large amounts of BINANCECOIN,0.0,neutral
2025-08-26T14:16:33.266695Z,BITCOIN,BITCOIN faces short-term bearish correction,0.0,neutral
2025-10-20T01:49:33.266703Z,BITCOIN,Negative sentiment grows around BITCOIN,-0.5719,negative
2025-11-06T08:24:33.266712Z,BITCOIN,Whales accumulate large amounts of BITCOIN,0.0,neutral
2025-10-07T14:29:33.266721Z,BITCOIN,BITCOIN shows no major price movement today,-0.296,negative
2025-08-16T11:09:33.266729Z,BITCOIN,BITCOIN faces short-term bearish correction,0.0,neutral
2025-10-28T09:11:33.266737Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-10-04T05:21:33.266744Z,BITCOIN,BITCOIN sees declining trading activity,0.0,neutral
2025-09-30T04:10:33.266752Z,BITCOIN,BITCOIN gains traction in global markets,0.34,positive
2025-09-11T13:11:33.266759Z,BITCOIN,BITCOIN sees major spike in transaction activity,0.0,neutral
2025-08-12T07:24:33.266767Z,BITCOIN,BITCOIN experiences unusual volatility spike,0.0,neutral
2025-08-09T02:00:33.266775Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-10-16T02:51:33.266784Z,BITCOIN,Analysts predict upward movement for BITCOIN,0.0,neutral
2025-09-06T15:30:33.266792Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-10-02T17:35:33.266800Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-10-22T11:11:33.266810Z,BITCOIN,BITCOIN shows a strong recovery after recent dip,0.5106,positive
2025-07-18T23:40:33.266817Z,BITCOIN,Investors show strong confidence in BITCOIN,0.765,positive
2025-10-21T17:40:33.266825Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-08-09T22:37:33.266833Z,BITCOIN,Whales accumulate large amounts of BITCOIN,0.0,neutral
2025-11-10T12:53:33.266840Z,BITCOIN,Market uncertainty pushes BITCOIN downward,-0.34,negative
2025-09-24T23:26:33.266848Z,BITCOIN,BITCOIN ecosystem expands with new partnerships,0.1027,positive
2025-10-05T18:32:33.266855Z,BITCOIN,Analysts predict upward movement for BITCOIN,0.0,neutral
2025-09-10T19:15:33.266863Z,BITCOIN,Analysts predict upward movement for BITCOIN,0.0,neutral
2025-09-13T01:01:33.266873Z,BITCOIN,Analysts predict upward movement for BITCOIN,0.0,neutral
2025-11-22T14:22:33.266881Z,BITCOIN,BITCOIN sees declining trading activity,0.0,neutral
2025-10-31T17:00:33.266888Z,BITCOIN,Liquidity for BITCOIN increases significantly,0.0,neutral
2025-11-13T09:47:33.266906Z,BITCOIN,Regulatory pressure negatively impacts BITCOIN,-0.296,negative
2025-07-12T00:58:33.266914Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-10-10T02:45:33.266922Z,BITCOIN,BITCOIN shows a strong recovery after recent dip,0.5106,positive
2025-08-01T21:32:33.266929Z,BITCOIN,BITCOIN gains traction in global markets,0.34,positive
2025-11-22T02:38:33.266937Z,BITCOIN,BITCOIN experiences strong bullish momentum,0.5106,positive
2025-11-16T11:16:33.266945Z,BITCOIN,BITCOIN gains traction in global markets,0.34,positive
2025-08-01T14:55:33.266952Z,BITCOIN,Investors show strong confidence in BITCOIN,0.765,positive
2025-08-26T20:16:33.266960Z,BITCOIN,BITCOIN drops after heavy selling pressure,-0.296,negative
2025-07-19T07:36:33.266970Z,BITCOIN,BITCOIN drops after heavy selling pressure,-0.296,negative
2025-09-08T07:23:33.266977Z,BITCOIN,BITCOIN experiences unusual volatility spike,0.0,neutral
2025-10-06T10:41:33.266985Z,BITCOIN,BITCOIN drops after heavy selling pressure,-0.296,negative
2025-11-10T07:05:33.266994Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-11-05T00:31:33.267001Z,BITCOIN,BITCOIN experiences unusual volatility spike,0.0,neutral
2025-08-04T13:19:33.267009Z,BITCOIN,Analysts predict upward movement for BITCOIN,0.0,neutral
2025-11-23T04:24:33.267016Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-09-24T22:44:33.267024Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-11-16T13:11:33.267032Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-09-27T04:11:33.267040Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-11-23T15:52:33.267048Z,BITCOIN,Investors show strong confidence in BITCOIN,0.765,positive
2025-11-14T22:44:33.267055Z,BITCOIN,Market uncertainty pushes BITCOIN downward,-0.34,negative
2025-09-18T01:52:33.267064Z,BITCOIN,Market uncertainty pushes BITCOIN downward,-0.34,negative
2025-10-02T20:16:33.267072Z,BITCOIN,BITCOIN gains traction in global markets,0.34,positive
2025-09-07T07:34:33.267080Z,BITCOIN,BITCOIN sees declining trading activity,0.0,neutral
2025-07-20T00:24:33.267087Z,BITCOIN,BITCOIN experiences strong bullish momentum,0.5106,positive
2025-09-02T22:50:33.267095Z,BITCOIN,Investors show strong confidence in BITCOIN,0.765,positive
2025-09-17T18:10:33.267103Z,BITCOIN,Whales reduce exposure to BITCOIN,0.0,neutral
2025-09-18T22:59:33.267111Z,BITCOIN,New upgrade boosts performance of BITCOIN,0.3182,positive
2025-11-26T18:47:33.267118Z,BITCOIN,Whales accumulate large amounts of BITCOIN,0.0,neutral
2025-11-03T20:52:33.267127Z,BITCOIN,BITCOIN underperforms compared to competitors,0.0,neutral
2025-11-16T05:14:33.267134Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-07-24T02:54:33.267142Z,BITCOIN,BITCOIN shows no major price movement today,-0.296,negative
2025-08-04T10:37:33.267150Z,BITCOIN,Whales accumulate large amounts of BITCOIN,0.0,neutral
2025-08-22T09:13:33.267159Z,BITCOIN,Liquidity for BITCOIN increases significantly,0.0,neutral
2025-08-08T09:55:33.267167Z,BITCOIN,Whales reduce exposure to BITCOIN,0.0,neutral
2025-11-07T03:03:33.267174Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-10-08T20:04:33.267183Z,BITCOIN,BITCOIN trades sideways with minimal volatility,0.0,neutral
2025-08-11T04:34:33.267191Z,BITCOIN,BITCOIN experiences unusual volatility spike,0.0,neutral
2025-10-27T01:03:33.267199Z,BITCOIN,BITCOIN shows a strong recovery after recent dip,0.5106,positive
2025-10-23T01:50:33.267207Z,BITCOIN,Whales accumulate large amounts of BITCOIN,0.0,neutral
2025-07-27T11:52:33.267214Z,BITCOIN,Technical indicators show weakness for BITCOIN,-0.4215,negative
2025-11-17T11:51:33.267222Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-07-12T06:17:33.267230Z,BITCOIN,BITCOIN faces short-term bearish correction,0.0,neutral
2025-09-27T16:40:33.267240Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-09-11T04:40:33.267254Z,BITCOIN,BITCOIN experiences unusual volatility spike,0.0,neutral
2025-08-28T20:22:33.267262Z,BITCOIN,Technical indicators show weakness for BITCOIN,-0.4215,negative
2025-11-12T13:13:33.267269Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-09-11T03:09:33.267277Z,BITCOIN,BITCOIN receives strong community support,0.7184,positive
2025-09-10T13:10:33.267284Z,BITCOIN,Investors pull liquidity from BITCOIN markets,0.0,neutral
2025-10-12T15:35:33.267293Z,BITCOIN,BITCOIN drops after heavy selling pressure,-0.296,negative
2025-11-16T01:21:33.267300Z,BITCOIN,Whales reduce exposure to BITCOIN,0.0,neutral
2025-11-23T00:09:33.267308Z,BITCOIN,BITCOIN drops after heavy selling pressure,-0.296,negative
2025-11-20T19:19:33.267316Z,BITCOIN,BITCOIN underperforms compared to competitors,0.0,neutral
2025-07-11T03:42:33.267325Z,BITCOIN,Market activity around BITCOIN remains stable,0.296,positive
2025-11-07T23:13:33.267333Z,BITCOIN,BITCOIN surges amid renewed market optimism,0.5423,positive
2025-10-04T03:51:33.267340Z,BITCOIN,BITCOIN sees major spike in transaction activity,0.0,neutral
2025-10-04T19:43:33.267349Z,CARDANO,Technical indicators show weakness for CARDANO,-0.4215,negative
2025-10-31T00:19:33.267356Z,CARDANO,Market uncertainty pushes CARDANO downward,-0.34,negative
2025-11-26T15:55:33.267364Z,CARDANO,Liquidity for CARDANO increases significantly,0.0,neutral
2025-08-02T13:24:33.267372Z,CARDANO,CARDANO sees declining trading activity,0.0,neutral
2025-08-10T02:34:33.267380Z,CARDANO,Whales accumulate large amounts of CARDANO,0.0,neutral
2025-08-11T14:31:33.267389Z,CARDANO,CARDANO shows a strong recovery after recent dip,0.5106,positive
2025-07-18T23:17:33.267398Z,CARDANO,CARDANO sees major spike in transaction activity,0.0,neutral
2025-09-18T00:27:33.267406Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-11-23T22:04:33.267414Z,CARDANO,Investors show strong confidence in CARDANO,0.765,positive
2025-09-25T21:50:33.267422Z,CARDANO,CARDANO surges amid renewed market optimism,0.5423,positive
2025-10-14T03:16:33.267429Z,CARDANO,Investors show strong confidence in CARDANO,0.765,positive
2025-09-11T14:32:33.267437Z,CARDANO,CARDANO gains traction in global markets,0.34,positive
2025-08-05T04:23:33.267445Z,CARDANO,Technical indicators show weakness for CARDANO,-0.4215,negative
2025-11-03T11:45:33.267453Z,CARDANO,CARDANO sees major spike in transaction activity,0.0,neutral
2025-10-20T22:23:33.267460Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-08-27T02:20:33.267468Z,CARDANO,Analysts predict upward movement for CARDANO,0.0,neutral
2025-09-04T12:22:33.267475Z,CARDANO,CARDANO adoption rises sharply as institutions enter,0.0,neutral
2025-10-03T15:19:33.267483Z,CARDANO,CARDANO underperforms compared to competitors,0.0,neutral
2025-09-26T10:31:33.267491Z,CARDANO,CARDANO ecosystem expands with new partnerships,0.1027,positive
2025-08-25T08:44:33.267498Z,CARDANO,CARDANO experiences strong bullish momentum,0.5106,positive
2025-09-26T00:29:33.267506Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-10-17T03:44:33.267514Z,CARDANO,Negative sentiment grows around CARDANO,-0.5719,negative
2025-08-05T03:07:33.267522Z,CARDANO,CARDANO shows a strong recovery after recent dip,0.5106,positive
2025-10-17T17:37:33.267530Z,CARDANO,CARDANO drops after heavy selling pressure,-0.296,negative
2025-08-10T22:16:33.267538Z,CARDANO,Analysts predict upward movement for CARDANO,0.0,neutral
2025-10-06T23:06:33.267545Z,CARDANO,Regulatory pressure negatively impacts CARDANO,-0.296,negative
2025-09-24T22:07:33.267553Z,CARDANO,Whales accumulate large amounts of CARDANO,0.0,neutral
2025-10-31T23:05:33.267561Z,CARDANO,CARDANO shows a strong recovery after recent dip,0.5106,positive
2025-09-01T20:11:33.267568Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-09-05T23:48:33.267578Z,CARDANO,CARDANO experiences unusual volatility spike,0.0,neutral
2025-11-09T08:42:33.267587Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-11-04T22:06:33.267595Z,CARDANO,Whales accumulate large amounts of CARDANO,0.0,neutral
2025-09-24T20:29:33.267603Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-11-16T14:46:33.267611Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-09-21T22:17:33.267619Z,CARDANO,Investors show strong confidence in CARDANO,0.765,positive
2025-09-18T23:59:33.267628Z,CARDANO,Market activity around CARDANO remains stable,0.296,positive
